trialNum	rule	iterationName	gameid	time	firstRole	salientFeature	distr1Feature	distr2Feature	message	typingTime	sender	timeFromRoundStart	eventType	messageType	uttClass	example_id
8	bugs_antennae_or_wings_purple_bodies	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933175193.0	speaker	bug-body_color-purple	bug-bug_wings_color-orange	bug-wings_present-false	pink body and wings, orange attenae	11345	speaker	13102	chatMessage			-3007663717794596989
9	flowers_purple_centers_or_orange_stems_with_thorns	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933206346.0	speaker	flower-center_color-purple	flower-petals_color-orange	flower-stem_color-purple	orange stem, pink petals, orange center	15025	speaker	21690	chatMessage			-6239667042669182288
11	fish_orange_bodies_purple_stripes	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933242746.0	speaker	fish-stripes_present	fish-body_color-purple	fish-stripes_color-white	orange body, no stripes	7193	speaker	8792	chatMessage			-6383474516271642040
13	bugs_purple_legs_white_heads	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933272849.0	speaker	bug-legs_color-purple	bug-wings_present-true	bug-head_color-orange	orange body, pink legs, white head and attenae	5846	speaker	7538	chatMessage			8932111654904115423
13	bugs_purple_legs_white_heads	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933293166.0	speaker	bug-legs_color-purple	bug-wings_present-true	bug-head_color-orange	No wings?	1795	listener	27841	chatMessage			8932111654904115423
13	bugs_purple_legs_white_heads	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933297481.0	speaker	bug-legs_color-purple	bug-wings_present-true	bug-head_color-orange	no wings	927	speaker	32170	chatMessage			8932111654904115423
14	birds_orange_tails_or_white_wings_orange_crests	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933321969.0	speaker	bird-crest_tail_color-orange	bird-bird_wing_color-purple	bird-crest_tail_color-orange	white stomach, orange wings, white head, no feathers around head	12296	speaker	19351	chatMessage			4609780449977076
15	birds_purple_wings_white_crests_or_white_tails	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933346465.0	speaker	bird-crest_present	bird-crest_tail_color-white	bird-crest_tail_color-purple	orange body, pink wings, no feathers around head	6519	speaker	8096	chatMessage			-761664401610773499
16	flowers_purple_stems_white_petals_or_orange_centers	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933379897.0	speaker	flower-petals_color-white	flower-petals_color-white	flower-thorns_present-true	white stem, purple petals, white center, no thorns	19961	speaker	21290	chatMessage			4774628600600520961
17	birds_purple_wings_white_crests_or_white_tails	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933412393.0	speaker	bird-bird_wing_color-purple	bird-bird_wing_color-orange	bird-tail_present-true	pink body white feathers around head, no orange	13736	speaker	17042	chatMessage			8193275816596234882
18	birds_tails	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933444418.0	speaker	bird-tail_present	bird-crest_present-true	bird-crest_tail_color-orange	pink body, white wings, no feathers around head or orange	7520	speaker	9108	chatMessage			4947696014807050596
19	bugs_white_legs_purple_wings_or_orange_antennae	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933473113.0	speaker	bug-legs_color-white	bug-antennae_present-false	bug-antennae_color-orange	orange wings, white legs and body, pink head and attenae	13569	speaker	15514	chatMessage			1931421636413954115
20	bugs_orange_head	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933497603.0	speaker	bug-head_color-orange	bug-bug_wings_color-purple	bug-antennae_color-orange	pink legs, orange body, white head and attenae	6704	speaker	8580	chatMessage			-5562614378280511456
20	bugs_orange_head	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933507811.0	speaker	bug-head_color-orange	bug-bug_wings_color-purple	bug-antennae_color-orange	No wings	1176	speaker	18787	chatMessage			-5562614378280511456
21	bugs_orange_antennae_or_wings	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933526434.0	speaker	bug-antennae_color-orange	bug-head_color-white	bug-legs_color-purple	white wings, orange body and head, purple attenae, white legs	11614	speaker	14018	chatMessage			6474136740821897092
22	flowers_purple_stems_thorns	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933555594.0	speaker	flower-stem_color-purple	flower-stem_color-orange	flower-center_color-white	pink stem, orange center	11912	speaker	16341	chatMessage			6719171877936202766
23	fish_white_bodies_orange_stripes_or_fangs	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933570937.0	speaker	fish-body_color-white	fish-stripes_present-false	fish-whiskers_present-true	pink body white stripes, no whiskers	6512	speaker	8555	chatMessage			-8064965348204403634
24	trees_purple_leaves_berries	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933590677.0	speaker	tree-leaves_color-purple	tree-leaves_color-white	tree-trunk_color-white	orange base, red petals, white dots	8769	speaker	10346	chatMessage			5195729177752181999
25	fish_white_stripes_or_purple_bodies_whiskers	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933621347.0	speaker	fish-body_color-purple	fish-fangs_present-false	fish-stripes_color-white	white body, pink stripes, white fangs	13321	speaker	16000	chatMessage			1273271818796855836
26	bugs_purple_legs_white_heads_or_orange_wings	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933636624.0	speaker	bug-bug_wings_color-orange	bug-bug_wings_color-purple	bug-wings_present-true	purple body, no wings, orange legs, white attenae	6992	speaker	8530	chatMessage			1747560800716378309
27	birds_orange_tails_or_white_wings_orange_crests	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933656652.0	speaker	bird-bird_wing_color-white	bird-bird_wing_color-white	bird-crest_tail_color-purple	white stomach and head, purple wing, orange feathers around head and tail	9496	speaker	11670	chatMessage			6217839776593872039
28	bugs_purple_legs_white_heads	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933684428.0	speaker	bug-head_color-white	bug-antennae_color-orange	bug-legs_color-purple	orange wings, body, and legs, white head, pruple attenae	11439	speaker	16081	chatMessage			-6819521911009610090
29	fish_orange_bodies_purple_stripes	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933707645.0	speaker	fish-stripes_color-purple	fish-stripes_color-purple	fish-body_color-purple	white body, orange stripes	6200	speaker	7965	chatMessage			7371761568591120346
30	trees_white_leaves_or_orange_berries	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933725675.0	speaker	tree-berries_color-orange	tree-trunk_color-orange	tree-berries_present-false	white base, red petals, orange dots	4912	speaker	8976	chatMessage			9076387214283150603
31	flowers_orange_petals_purple_centers	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933746003.0	speaker	flower-petals_color-orange	flower-center_color-purple	flower-stem_color-orange	white stem, orange petals, white center	5999	speaker	8259	chatMessage			-7159164414005164615
32	bugs_white_legs_purple_wings_or_orange_antennae	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933766043.0	speaker	bug-bug_wings_color-purple	bug-legs_color-purple	bug-bug_wings_color-purple	white body, wings, and legs	7039	speaker	10166	chatMessage			7081498868791890026
33	flowers_thorns_purple_petals_or_orange_stems	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933787643.0	speaker	flower-thorns_present	flower-petals_color-white	flower-center_color-purple	orange stem, petals and center	11017	speaker	12684	chatMessage			-7628320137443070820
34	birds_purple_wings_white_crests_or_white_tails	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933806699.0	speaker	bird-crest_tail_color-white	bird-bird_wing_color-white	bird-bird_wing_color-purple	orange body, wings, and white feathers around head	9279	speaker	11134	chatMessage			-8407417952391068507
35	trees_orange_trunks_berries	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933826501.0	speaker	tree-trunk_color-orange	tree-leaves_color-white	tree-leaves_color-purple	white base, no petals, white dots	8848	speaker	10484	chatMessage			-1100639598728400340
36	bugs_wings_antennae	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933850364.0	speaker	bug-antennae_present	bug-bug_wings_color-purple	bug-head_color-orange	white wings, pink head	4945	speaker	15438	chatMessage			8777225095747436391
37	birds_purple_tails	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933869659.0	speaker	bird-crest_tail_color-purple	bird-crest_tail_color-white	bird-bird_wing_color-white	orange wing, no feathers around head	5280	speaker	11642	chatMessage			5706449626591071805
38	fish_orange_bodies_or_fangs_whiskers	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933880852.0	speaker	fish-fangs_present	fish-stripes_color-white	fish-fangs_present-true	white body, no stripes or fang	3784	speaker	5051	chatMessage			4568876319800670561
38	fish_orange_bodies_or_fangs_whiskers	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933884859.0	speaker	fish-fangs_present	fish-stripes_color-white	fish-fangs_present-true	pink body*	2335	speaker	9058	chatMessage			4568876319800670561
39	flowers_thorns_purple_petals_or_orange_stems	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933910332.0	speaker	flower-stem_color-orange	flower-center_color-orange	flower-stem_color-purple	white stem, orange petals, white center	16393	speaker	18017	chatMessage			9122787219490889534
40	fish_orange_bodies_or_fangs_whiskers	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933928812.0	speaker	fish-whiskers_present	fish-stripes_color-white	fish-fangs_present-true	white body, pink stripes, no fang	8879	speaker	10553	chatMessage			3594658757594475654
41	trees_purple_berries_or_white_trunks	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933956772.0	speaker	tree-trunk_color-white	tree-berries_present-false	tree-berries_color-orange	pink base, white petals, pink dots, no orange	16479	speaker	18392	chatMessage			1684318223327802345
42	flowers_purple_stems_white_petals_or_orange_centers	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933980990.0	speaker	flower-center_color-orange	flower-center_color-white	flower-petals_color-white	pink stem, orange center, pink petals	8960	speaker	10666	chatMessage			-8548651921795233545
43	trees_purple_berries	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554934002413.0	speaker	tree-berries_color-purple	tree-leaves_color-white	tree-berries_color-orange	white base, pink dots, blue petals, no orange	9967	speaker	11580	chatMessage			5056218128159721889
44	trees_orange_trunks_berries	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554934018763.0	speaker	tree-berries_present	tree-leaves_color-purple	tree-berries_color-purple	green base, green dots, orange petals, no pink	5616	speaker	7593	chatMessage			-6406995691705569917
0	birds_orange_tails_or_white_wings_orange_crests	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	bird-bird_wing_color-white	bird-bird_wing_color-white	bird-crest_present-true	purple arm no headress	17669	speaker	33881	chatMessage	I	E	6795711824779716826
1	flowers_purple_stems_white_petals_or_orange_centers	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	flower-center_color-orange	flower-center_color-white	flower-center_color-orange	pur dot   	14328	speaker	25284	chatMessage	I	E	1478050205428046659
2	birds_orange_tails_or_white_wings_orange_crests	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	bird-crest_present	bird-crest_tail_color-purple	bird-bird_wing_color-white	pur arm-no feet feathers	14319	speaker	28154	chatMessage	I	E	-3844748661115813682
3	bugs_white_legs_purple_wings_or_orange_antennae	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	bug-legs_color-white	bug-wings_present-true	bug-body_color-purple	pur wings-white neck	19057	speaker	26005	chatMessage	I	E	-705571678578730446
4	flowers_purple_petals_or_thorns	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	flower-petals_color-purple	flower-petals_color-purple	flower-stem_color-orange	grey flowers-white stem	15171	speaker	27859	chatMessage	I	E	-4826673099053818804
5	fish_white_stripes_or_whiskers	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	fish-stripes_color-white	fish-body_color-white	fish-stripes_present-true	orange-purple	11680	speaker	17609	chatMessage	I	E	3101123528183230623
6	bugs_purple_legs_white_heads_or_orange_wings	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	bug-bug_wings_color-orange	bug-head_color-white	bug-antennae_present-false	feelers-pur face	14362	speaker	36046	chatMessage	I	E	14776527814669717
7	flowers_purple_stems_or_thorns_white_centers	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	flower-center_color-white	flower-petals_color-white	flower-petals_color-orange	purple and lavender flowers	11644	speaker	36678	chatMessage	I	L	-5948772745805657435
8	trees_orange_trunks_or_berries_white_leaves	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	tree-trunk_color-orange	tree-berries_color-purple	tree-berries_color-orange	pur-green	4189	speaker	14425	chatMessage	I	E	5960064973496320597
9	trees_orange_berries_purple_trunks_or_white_leaves	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	tree-berries_color-orange	tree-berries_present-false	tree-leaves_color-purple	green only	6329	speaker	24691	chatMessage	I	E	-8720002831714075525
11	bugs_purple_legs_white_heads	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	bug-legs_color-purple	bug-antennae_present-false	bug-legs_color-white	feelers-or legs	9695	speaker	19227	chatMessage	I	E	5980560429300766655
12	fish_orange_bodies_purple_stripes_or_whiskers	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	fish-stripes_color-purple	fish-body_color-orange	fish-whiskers_present-true	white-no whiskers	7011	speaker	15211	chatMessage	I	E	1578882355641294463
13	bugs_orange_antennae_or_wings	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	bug-antennae_color-orange	bug-bug_wings_color-orange	bug-bug_wings_color-purple	white wings	5143	speaker	9735	chatMessage	I	E	5816046655410181162
14	flowers_orange_stems	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	flower-stem_color-orange	flower-stem_color-orange	flower-stem_color-purple	white stem	3349	speaker	11423	chatMessage	I	E	5866043765714628323
15	bugs_wings_antennae	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	bug-antennae_present	bug-legs_color-purple	bug-legs_color-white	orge legs	7340	speaker	13841	chatMessage	I	E	2627122001241670905
16	fish_orange_bodies_or_fangs_whiskers	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	fish-fangs_present	fish-stripes_color-white	fish-stripes_color-orange	white-plain tail	9017	speaker	37222	chatMessage	I	E	3637345402955449209
17	fish_white_stripes_or_purple_bodies_whiskers	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	fish-body_color-purple	fish-stripes_color-white	fish-stripes_color-purple	no stripes	5113	speaker	13735	chatMessage	I	E	4388912187635722986
18	fish_orange_bodies_or_fangs_whiskers	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	fish-body_color-orange	fish-stripes_present-false	fish-stripes_color-purple	blk and white stripes	9674	speaker	18210	chatMessage	I	L	-7268714522685005519
19	birds_orange_tails_or_white_wings_orange_crests	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	bird-crest_tail_color-orange	bird-crest_tail_color-white	bird-bird_wing_color-purple	or headress-or arm	23666	speaker	39999	chatMessage	I	E	6200640186979832
20	trees_purple_berries_or_white_trunks	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	tree-trunk_color-white	tree-trunk_color-orange	tree-berries_color-purple	wh stem- green only	11781	speaker	20591	chatMessage	I	E	-2697021156870100083
21	birds_white_crests_or_orange_wings_tails	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	bird-crest_tail_color-white	bird-crest_tail_color-orange	bird-crest_present-true	all orge-no tail feathers	19576	speaker	27042	chatMessage	I	E	-5995590321216442818
22	bugs_without_wings	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	bug-wings_present	bug-legs_color-white	bug-bug_wings_color-orange	or body pur legs no wings	17053	speaker	26558	chatMessage	I	E	-1525400069854245352
23	fish_white_stripes_or_whiskers	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	fish-stripes_present	fish-stripes_present-true	fish-body_color-orange	white-no stripes	6671	speaker	11795	chatMessage	I	E	-244378821889488638
24	flowers_purple_stems_thorns	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	flower-stem_color-purple	flower-thorns_present-false	flower-stem_color-purple	or stem with spikey things	10889	speaker	27169	chatMessage	I	E	1481677646517794403
25	trees_purple_berries	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	tree-berries_color-purple	tree-berries_color-purple	tree-trunk_color-white	blue stem with red and white	12004	speaker	22822	chatMessage	I	E	6280426450785011006
26	fish_white_bodies_orange_stripes_or_fangs	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	fish-stripes_color-orange	fish-stripes_color-orange	fish-body_color-orange	pur-no strip	6604	speaker	11770	chatMessage	I	E	-4751354183164478922
27	birds_purple_tails	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	bird-crest_tail_color-purple	bird-crest_tail_color-purple	bird-tail_present-true	white tail F	6603	speaker	16280	chatMessage	I	E	-2038038106815587049
28	flowers_thorns	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	flower-thorns_present	flower-stem_color-orange	flower-thorns_present-false	white stem with spikey things	14348	speaker	20047	chatMessage	I	E	2199205108879930400
29	fish_orange_bodies_or_fangs_whiskers	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	fish-whiskers_present	fish-body_color-purple	fish-stripes_present-false	or with ur stripes	9494	speaker	19469	chatMessage	I	E	9055551561476156859
30	trees_orange_trunks_or_berries_white_leaves	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	tree-berries_present	tree-berries_color-purple	tree-berries_color-orange	red and white	3854	speaker	10217	chatMessage	I	E	-6820615816931498643
31	birds_purple_wings_crests	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	bird-bird_wing_color-purple	bird-crest_tail_color-orange	bird-bird_wing_color-white	no feathers or arm	10649	speaker	19148	chatMessage	I	L	7874526834090270225
32	bugs_antennae_or_wings_purple_bodies	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	bug-body_color-purple	bug-legs_color-white	bug-wings_present-false	wh wings-pur legs	12062	speaker	18880	chatMessage	I	E	4326745653855603315
33	fish_white_bodies_orange_stripes_or_fangs	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	fish-body_color-white	fish-stripes_color-orange	fish-body_color-orange	wh with pur stripes	12666	speaker	18626	chatMessage	I	E	-6770396057416613877
34	trees_orange_berries_purple_trunks_or_white_leaves	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	tree-trunk_color-purple	tree-berries_present-true	tree-leaves_present-true	blue and pur	5188	speaker	10143	chatMessage	I	E	-5170279065834046847
35	birds_tails	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	bird-tail_present	bird-bird_wing_color-orange	bird-tail_present-false	pur tail fea-white arm	18871	speaker	26096	chatMessage	I	L	-5759579226571419191
36	bugs_purple_legs_white_heads	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	bug-head_color-white	bug-head_color-orange	bug-legs_color-white	wh face-org legs	14738	speaker	27010	chatMessage	I	E	2492862928980397462
37	bugs_white_legs_purple_wings_or_orange_antennae	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	bug-bug_wings_color-purple	bug-legs_color-white	bug-antennae_present-false	pur legs-pur feelers	17228	speaker	27502	chatMessage	I	E	2026370389052887549
38	trees_purple_leaves_berries	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	tree-leaves_color-purple	tree-trunk_color-purple	tree-leaves_color-purple	blu-red-wh	5696	speaker	19472	chatMessage	I	E	2203685160818314417
40	flowers_orange_petals_purple_centers	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	flower-petals_color-orange	flower-center_color-white	flower-petals_color-orange	org dot-pur flowers	16521	speaker	22333	chatMessage	I	E	-5886525863095291767
41	flowers_purple_centers_or_orange_stems_with_thorns	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	flower-center_color-purple	flower-petals_color-white	flower-stem_color-purple	wh stem-org flower	12793	speaker	25512	chatMessage	I	E	7020665903453905528
42	trees_orange_trunks_or_berries_white_leaves	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	tree-leaves_color-white	tree-leaves_present-false	tree-berries_color-purple	blue-red-white	8217	speaker	20261	chatMessage	I	E	1173281885984864821
44	bugs_orange_head	development	4104-1e9bca7e-f62d-4a5a-a8b5-81e592e25075	1550000000000.0	speaker	bug-head_color-orange	bug-bug_wings_color-orange	bug-wings_present-true	no wings	4801	speaker	10392	chatMessage	I	E	1780383058172555520
0	trees_orange_trunks_berries	development	2885-df6e2185-625c-43f4-8e5f-b757fc873715	1554928197594.0	speaker	tree-trunk_color-orange	tree-berries_color-orange	tree-berries_color-purple	The one with white dots	7723	speaker	29055	chatMessage			3397700222370663422
1	birds_purple_wings_crests	development	2885-df6e2185-625c-43f4-8e5f-b757fc873715	1554928230182.0	speaker	bird-bird_wing_color-purple	bird-crest_tail_color-purple	bird-crest_present-true	the one with orange hair, all of it	17925	speaker	26892	chatMessage			-1858904999444437874
2	flowers_purple_stems_white_petals_or_orange_centers	development	2885-df6e2185-625c-43f4-8e5f-b757fc873715	1554928276962.0	speaker	flower-petals_color-white	flower-petals_color-white	flower-center_color-purple	the one with white dot in the middle and purple around	29715	speaker	38864	chatMessage			-1015971012751322476
3	birds_white_crests_or_orange_wings_tails	development	2885-df6e2185-625c-43f4-8e5f-b757fc873715	1554928298917.0	speaker	bird-crest_tail_color-white	bird-bird_wing_color-white	bird-tail_present-true	The one with only orange piece of hair	8221	speaker	11109	chatMessage			6601676646930195835
3	birds_white_crests_or_orange_wings_tails	development	2885-df6e2185-625c-43f4-8e5f-b757fc873715	1554928320656.0	speaker	bird-crest_tail_color-white	bird-bird_wing_color-white	bird-tail_present-true	with one piece of orange hair?	8782	listener	32833	chatMessage			6601676646930195835
3	birds_white_crests_or_orange_wings_tails	development	2885-df6e2185-625c-43f4-8e5f-b757fc873715	1554928355709.0	speaker	bird-crest_tail_color-white	bird-bird_wing_color-white	bird-tail_present-true	it's the one with no tail and one piece of orange hair	17740	speaker	67900	chatMessage			6601676646930195835
4	fish_white_stripes_or_purple_bodies_whiskers	development	2885-df6e2185-625c-43f4-8e5f-b757fc873715	1554928400004.0	speaker	fish-body_color-purple	fish-stripes_color-purple	fish-fangs_present-true	only one purple fin and no white fang	17697	speaker	35365	chatMessage			-197798277239259614
5	bugs_purple_wings_or_white_legs	development	2885-df6e2185-625c-43f4-8e5f-b757fc873715	1554928433809.0	speaker	bug-bug_wings_color-purple	bug-legs_color-white	bug-body_color-purple	white body with purple legs	10468	speaker	23091	chatMessage			-7134933738527467278
6	flowers_purple_stems_or_thorns_white_centers	development	2885-df6e2185-625c-43f4-8e5f-b757fc873715	1554928460648.0	speaker	flower-center_color-white	flower-center_color-orange	flower-stem_color-purple	white middle and white stem	12282	speaker	16670	chatMessage			-2772357489823530914
7	flowers_purple_stems_white_petals_or_orange_centers	development	2885-df6e2185-625c-43f4-8e5f-b757fc873715	1554928479859.0	speaker	flower-center_color-orange	flower-center_color-purple	flower-stem_color-purple	white middle and white stem	4984	speaker	10051	chatMessage			7890295868793023333
8	flowers_purple_stems_thorns	development	2885-df6e2185-625c-43f4-8e5f-b757fc873715	1554928505604.0	speaker	flower-stem_color-purple	flower-stem_color-orange	flower-thorns_present-true	white stem and no thorns	10875	speaker	17036	chatMessage			5469654772449786494
9	bugs_purple_legs_white_heads_or_orange_wings	development	2885-df6e2185-625c-43f4-8e5f-b757fc873715	1554928545395.0	speaker	bug-bug_wings_color-orange	bug-bug_wings_color-orange	bug-antennae_present-false	no wings and antenna	24167	speaker	33087	chatMessage			8182285231572263602
10	fish_white_bodies_orange_stripes_or_fangs	development	2885-df6e2185-625c-43f4-8e5f-b757fc873715	1554928576474.0	speaker	fish-body_color-white	fish-fangs_present-false	fish-stripes_color-purple	white fang and no stripes	12605	speaker	23823	chatMessage			6884938511359008837
11	trees_purple_berries	development	2885-df6e2185-625c-43f4-8e5f-b757fc873715	1554928605664.0	speaker	tree-berries_color-purple	tree-trunk_color-orange	tree-leaves_color-white	red leaves and blue trunk	16964	speaker	21168	chatMessage			-2495604012884805596
12	birds_orange_tails_or_white_wings_orange_crests	development	2885-df6e2185-625c-43f4-8e5f-b757fc873715	1554928675085.0	speaker	bird-bird_wing_color-white	bird-crest_tail_color-orange	bird-bird_wing_color-orange	all purple	11730	speaker	62576	chatMessage			544063258113969054
12	birds_orange_tails_or_white_wings_orange_crests	development	2885-df6e2185-625c-43f4-8e5f-b757fc873715	1554928684829.0	speaker	bird-bird_wing_color-white	bird-crest_tail_color-orange	bird-bird_wing_color-orange	wing and feathers	6863	speaker	72347	chatMessage			544063258113969054
14	fish_fangs	development	2885-df6e2185-625c-43f4-8e5f-b757fc873715	1554928729558.0	speaker	fish-fangs_present	fish-body_color-purple	fish-fangs_present-false	white body and fang	7224	speaker	12135	chatMessage			3376828743189408845
15	fish_orange_bodies_or_fangs	development	2885-df6e2185-625c-43f4-8e5f-b757fc873715	1554928743790.0	speaker	fish-body_color-orange	fish-stripes_color-purple	fish-body_color-white	purple body no stripes	3909	speaker	7023	chatMessage			7767849515867511498
16	bugs_white_heads_or_orange_antennae_purple_legs	development	2885-df6e2185-625c-43f4-8e5f-b757fc873715	1554928778155.0	speaker	bug-head_color-white	bug-wings_present-false	bug-antennae_color-orange	orange wings and purple antenna 	18978	speaker	27443	chatMessage			1742692583497477665
17	bugs_without_wings	development	2885-df6e2185-625c-43f4-8e5f-b757fc873715	1554928808073.0	speaker	bug-wings_present	bug-legs_color-purple	bug-antennae_present-true	white legs and purple antenna	7110	speaker	20609	chatMessage			4199910775505482515
18	bugs_purple_wings_or_white_legs	development	2885-df6e2185-625c-43f4-8e5f-b757fc873715	1554928827175.0	speaker	bug-legs_color-white	bug-bug_wings_color-purple	bug-antennae_color-orange	orange wings and purple antenna	6581	speaker	9613	chatMessage			-3183403117910331073
19	birds_orange_crests_or_purple_wings	development	2885-df6e2185-625c-43f4-8e5f-b757fc873715	1554928858913.0	speaker	bird-crest_tail_color-orange	bird-crest_tail_color-white	bird-crest_tail_color-orange	no feathers on the head	8918	speaker	11543	chatMessage			-512372766177882611
